Username,Text
sitisholikah250,Admin terimakasih insentif saya sudah cair semua semoga bermanfaat
muhammadirhamm,saya gadapet survey ke-3 min
chaca_iskandar,Min sertifikat blm ad muncul udh sebulanan lebih udh selesaikan smua kelas ksh rating ulasan smua 😑
hajar_soedrajat,Saya kok gk ada survey nya mimin
garage_otodrive,yang udah ikut tahun kemarin bisa ikut lagi di tahun berikutnya gak min?🙏
akiraakira926,@nedikeyy anda beruntung😂
juliajack80,Kk sy tgl insentif ke 3 tgl 16 desember... di prakerja sudah tertera berhasil di transfer... tp ko uang nya blm ada masuk ya???
miss.di25,"Alhamdulillah sudah cair semua minnn, desember ini 2x masuk. Terima kasih banyak @prakerja.go.id 🤗🤗🤗"
_adhan21,maaf pak apakah gelombang selanjut nya akan di buka pada tahun 2021🙏
_tyohardy,"Jirrr..mUdah diundur baru dikasih info @prakerja.go.id yang ditanyain kenapa bisa diundur????? Dijawab,diklarifikasi..live Ig pun kolom komentar di nonaktifin..."
yansaputra_,4 bulan udah cair.. kapan ada lagi nih @prakerja.go.id 😅😅😅
widiawati.imas,Alhamdulillah udah cair semua min🙏
erwindwidarmawan,Sudah tidak bisa ganti nomor hp?
yuniwulanningsih,"Harusnya tgl 22 Desember, jadi 6 januari👏😌"
dirgabimo,Min sisa saldo bisa di cairin ga sih?
lyla_oktaviana,Alhamdulillah udah cair tinggal 1 lagi trimakasih @prakerja.go.id
fitrheeyani,Alhamdulillah terimah kasih prakerja😉
dyahoktaviani_,Kak bales dm aku plisss
kasper1991,Min tolong jawab...saya sudh isi surve..tpi smpe skrng jadwal.instf surve g keluar
hafizhdzubyan,Bln February nya apkh dpt lg min
akiraakira926,Jadwal tgl 26 mundur 7 januari.tp saya sabar kok nunggu😄
hellokya_,Saya gelombang pertama mutusin rekening susah banget. Di follow up terus tp gaada perkembangan. Gimana si
ekaa_yunii,Skrg gak dapet jadwalnyaa dan sudah pasrah deh
hamdani_welly,Lama nyaa padahal lagi butuh banget ni😢
nuruel_kenzo10,@yu.mbayu survey 3 da masuk juga??? Q di undur kmren tgl 14 kpg jadi tgl 5🤣🤣🤣
sayfull1230,Alumni gelombang 4 nyimak aja...semua insentif dah diterima...makasih prakerja
windawinda8986,Ga jelas Desember cair d Januari sedangkan Januari malah cair d bulan Desember pie Iki brow
viransyah77,"Mf min, mw tanya. Saya sudah menyelesaikan pelatihan pertama, sesudah itu saya melakukan pembelian pelatihan kedua, tapi saat ini jadwal pelatihan saya belum ada. Minta Solusi'y min🙏"
wina2017,Intensif nya berupa uang ya? Gmn cara nya
nuruel_kenzo10,@andreanhendriyanto pakek apa itu..tlp aja ke ewalet x
imaamm666,Knp hrus ada yg di anak tirikan min ?
goodness_milk,Sedih sih min jadwal insentif dimundurin dri tgl 26 jadi tgl 7 januari padahal berharap bgt cair bln ini buat nutupin kebutuhann ..semoga ajah bisa cair
dandibastiarr,Hmmm padahl tinggal 2hari lagi cair malah mundur 😒😒😒😒
baihaki_._,@sushie3837 masa sih ???
niningniningsih,Min insentif  survei untuk tgl 13 koq blm cair yaa..??
lee.nara.88,Alhamdulillah sudah semua.. Terima kasih prakerja😊🙏
samsularifun1987,Sy baru pelatihan 2x...apakah insentifnya  yg tersisa bisa cair...soalnya tgl 15 mau pelatihan g bisa
m.sofyann_,"Yang pencairanya januari 2021 via BNI cair nya ke desember, dan  pencairan insentif 26 desember via ovo malah ke januari 2021,,maklum ovo anak tiri kyak nya 😁😅"
adii_anto,Ngisi survei tp kenapa gk muncul insetifnya min?
farahd966,Yah ampun.. ydhlah.. bersabar ajaa..
renovbakara,"insentif saya yg terakhir ditunda ke 7 Januari, kemudian survey prakerja ke-2 dan ke-3 tidak ada tgl penjadwalan nya hingga hari ini, mohon tanggapan nya dari pihak @prakerja.go.id karena saya coba hubungi via kolom chatt cs prakerja di dashboard selalu tidak bisa dengan alasan sedang menangani pelanggan lain @prakerja.go.id"
yanii_sorongan,"@dhianarifky_90 iya benar,pakai BNI...Insetif survey tgl 14des pun ontime tgl 14..."
wullandarii_real,"Saya yg harus nya 22 desember knpa jadi 6 januari, padahal saya butuh uang itu buat bayar sekolah adik saya"
evahayati_,Kalau sudah menjadi alumni bisa ikutan lagi gak tahun depan 😄
wiyahabe,Trus knapa punya saya berubah tadinya tagal 25 desember berubah jadi 6 januari tolong dijelaskan padahal pelatihan saya sampe 3 x pelatihan
pratiktadila,Punya ibu juga bgtu harusnya tgl 22 Des jadi 6 Januari 2021 :(
nenengnurapipah,klo udah 6bulan gk nambah bulan lagi min cair nya jadi 1thn gtu😂
ranee154_,Alhamdulillah udah cair semua🙏apakah ada kelanjutan lgi😂
_fffaann,Aku benci Januari
risye_ramadhani,Kalau saldo prakerja udah mulai di tarik pemerintah belum kak
krishnaadinataa7,"SEMUA DI MAJUIN CAIR NYA,SEDANGKAN SAYA DI MUNDUR KE JANUARI,FUCK OFF!!"
arapertiwi,"Jadwal cair tgl 16 des, tgl 10 des udah cair.."
me_moko22,Jadwal insentif survei ke 2 ga muncul nih min
evan__prasetya09,Yang tanggal 5nya cair itu bisa di majuin di tanggal 3 min?
yusufcuakep,Min..kok insentif surve gk muncul ya
atulariya,Min kok punya saya insentif pertama gak cair tp 2-4 cair yha?
malamaheswari97,Ko klw buka di iphone dashboardnya gak kebaca yah
gekvania_bali,Terima kasih @prakerja.go.id sangat berguna🙏
si.bir,@agungmaulana_mo betul Sekalee
mrs.sarin73,Gelombang 12 kapan min??
elsamadediastina,@idaelubis anjir dipending lama amaddd
rosesbybarid,Alhamdulillah.. terimakasih @prakerja.go.id insentif ke 2 saya tg 21 desember dan survey 1 tgl 13 desember sudah cair semua 😍😇🙏
kuplek_gk,Dari glombang 1 samapai 11 gak lolos2. Padahal sudah kirim surat pernyataan juga gak lolos2. Di dm gak di jawab. Mau tanya salahnya apa gak di jawab.. @prakerja.go.id 🤔🤔🤔
ratizadhiniprameswari,Teganyaaaaa punyaku kena Pending.. kayaknya khusus yg pake rekening Bank gak ke pending deh 🤔
ilhamtransfome,admin @prakerja.go.id kalo saya ko ga dapet jadwal insentif survey ya setelah ngisi survey evaluasi
zailani_renaldi_efendi,Survei ke 3 saya blm kseluar @prakerja.go.id
fajarfarid07,Kalo pelatihan sudah selesai tapi di dasbord msih blm selsai itu gmna ya
shyntadewi22,Di dashboard bacaannya berhasil ditransfer pas buka rekening kagak ada sama sekali 😑
gilangramadhan9020,Oke... Kapan gelombang 12 dibuka pak/ bu
baraq72,"Saya belom cair2 dari bulan sepetember,bagaimana kumaha yak?🤣🤣"
shaviramumtazah,"Saya 4 kali daftar prakerja gagal terus, itu karena apa yah??? Mau komplain ke cs, cs nya penuh terus"
destinurdianty26,... Intensif saya tgl 22des....berubah jadi 6jan....
wiira_sanjaya,kox aneh iia..1 januari cair 2 januari cair..yg desember malah di undur ke tgl 7 januari..
zasikin8,"Mau tanya min, kenapa jadwal insentif saya yang sebelumnya tanggal 25 Desember sekarang menjadi tanggal 6 januari 2021?"
handayani_aries_,"Assalamualaikum maaf min, insentif saya tanggal 28 desember sudah berhasil didashboar tapi dicek di rekening BNI saya belum ada masuk dananya. Ini bagaimana solusinya min? Jadi bingung mohon pencerahannya"
supriantini.farida,Alhamdulillah sdh dpt. Trima ksh prakerja 🙏
gfronalfjr_,"Saya belum menerima jadwal instensif survei ke-3, padahal saya sudah mengisi surveinya"
dianpriatiningsi,@naufal140814
azzquerraqallystayeremia,"Cape daftar doank mah, tapi banyak embel embel ny"
phupuoet,Saya juga gak dicairkan padahal sudah isi semua data
ptama530,Insentif tanggal 13 sampe sekarang belom cair cair ada apa gerangan haduuuhh
andriaagil_novianty,Di perpanjang lagi dong
bima.saputra26,Haduhh ini tolong dong min dipercepat dikeluarkan insetif nya gelombang 7 aturan tgl 22 Desember cair ini dimajukan jadi 6 Januari 2021
hanny_riansyah,Kenapa punya saya surve ke 2 sudah tapi insentif Lom ada muncul
arif_t.c,Yes intensif gua di undur 😇
shintacitra8,ganti jadwal 🤣🤣
adinurrohkhim,Q asline tgl 22 desember 20. Lah kokkkkkk jjadi tanggal 6 januari 2021 . Tp yasudahlah
masrokhan17,"Yg udh tercairkan semua, msh ada kesempatan dapat lagi gk......😁🙏"
budiyuwono_nurdien,Terimakasih tim prakerja... Insya Allah kerja keras kalian di balas Allah SWT.... Aminn.. Semangat💪
nurulimanadia_,"mau nanya min , Intensif saya sudah cair tp rekeningnya diputus dan berhasil.di transfer itu biasanya masuknya apa ke e wallet yang diputus tetap di dashboard min"
nurry_cunayasari,Diperpanjang gk ya😂😂😂
devie_cesillia,"Insentif survei saya belum keluar"" min,belum ada jadwal nya ,knpa?"
kiaz971,Alhmdllh nunggu nya gak sabar
sonia_nia17,Gw tgl 29 diundur 7 Januari haha 😂
maessa42,"Terimakasih atas pelatihan nya dan insentif nya yg membantu kehidupan saya , terimakasih prakerja terimakasih kemnaker❤️❤️❤️"
hima.tus,Alkhamdulillah trimakasih prakerja❤️❤️❤️👍
sudirmansinagaaa,Intensif saya sudah masuk
gustiarahmi2121,"jadwal tgl 2 januari cairnya tgl 15 December,,alhamdillah trimakasih"
fidarsya_ulandari,"Kak di dp katanya berhasil tapi pas cek bank belum masukk lagi kak ,gimana tu"
erickiindra,"Kok random sih min, yang jadwal januari malah cair duluan.😲"
lsprrrrr,@lsprrrrr daripada gak kepake beneran
dizkakc,sabar bro jgn banyak ngedumel. org daftar gmpg bgt g disuruh bayar apa2 juga. masih protes aja. dikasih uang gamau sabar. kerja makanya yg bener
indrinyaindra,"Min min tolong cek DM, mohon pencerahannya"
windylubis84,Min tanya aq ikut pelatihan yg kedua to gagal memberikan ulasan ke tokopedia karena masa habis tgl 15 kemaren. Semua materi kelas pelatihan sudah semua di ikutin. Yg saya tanyakan apakah insentif masih bisa cair bln Januari..Tlong min bantu jawab. Terimakasih
lsprrrrr,Ada yang dapet tapi gak butuh pelatihannya gak? Boleh dikasihkan ke aku ajaa hihiii
m.arihna,😣😣
fhieza_zha,@_yayanef 🤣😂 ngareepp😛
chamelialumba,Carax daftar gimn. Bantu dong 🙏🙏
andre_20rk,"Nomor e wallet nya ganti, nomornya mati, di prakerja ga bisa ganti👀 @prakerja.go.id"
renaldi_agana,Pdhl udh terakhir
agungmaulana_mo,Gimana mau cair.. Daftar dr gelombang 3 sampek terakhir gelombang 11 gak pernah lolos.. Bner kan ya gess @adityaekapramudita @itstyara_28 @febri.cipta29 @si.bir .... Sebernya spya bs lolos itu gmana sih
seno.aryanto.18,"Boro boro insentif, ini masih nunggu  geloamabang 12 .. He he he.  Bersyukurlah teman teman yang sudah mendapatkan insentif. Pergunakan sebaik baiknya.. 👍"
yoelabraham__,@turyadi.532 kok gitu gak bener ni random
melindanurpertiwi,Insentif punyaku yg tanggal 25 desember jadi 6 januari
turyadi.532,@anggaraechi alhamdulillah 😅
zal_zal95,@widiya_ayy sedih rasanya
turyadi.532,@nedikeyy alhamdulillah 😅
andriiannn_,TEU PADULI AING
sariwulan_creation,"Alhamdulillah, Terimakasih banyak @prakerja.go.id 😍"
asep_al_ghani,"Kalau yang belum berhasil daftar prakerja, apakah bisa mengikuti pada tgl 5 januari 2021"
zal_zal95,@yuliaayhy senasib thun baru ngga megang uang
tree_maharani,Kebnykan korup jdi diundur kan tuh
unayrayi_olshop,"Klo blom muncul juga jadwal insentif survey ke3 didashboard,pdhl sdh isi selesai,gmn tuh min nasibnya sudah 2minggu"
dimasajirekso,Tutup buku tapi ga merata cairnya ada yang lebih cepet ada yang di undur. Siap siap aja kemnaker di audit KPK 😂
dekynsh,min knp gak bisa ganti no hp pada akun prakerja 🙏
anggaraechi,@turyadi.532 iya aku juga tgl 30 Desember cair tgl 14 desember
farhat11211,Jadi korban hmm
zal_zal95,Tahun baru ngga megang uang hehehe
danial4dib,Masih mantau next gelombang😊
devintaindahsari,Gaa adil amat min @prakerja.go.id ...ada yg diundur ada yg engga..mlah udh cair ??
ikaaaveronika,Jadwal tgl 22 desember eh di undur jadi 6 januari 😔
inisial1985,Min klu udh 3 kali ga lolos trus udh buat surat pernyataan masih ga lolos jg kenapa bisa begitu
syukry_93,Apakah setelah kelar insentif terakhir ini ada insentif terbaru lagi Nggak kak? Mohon pencerahannya kak🙌🙌🙌
aasfn_,"Min gmna ini, insentif saya harusnya sekarang cairnya, apakah akan di undur?😅"
harini_setiawati,tertera berhasil di transfer tp blm masuk di e-wallet.mohon ditindak lanjuti min @prakerja.go.id
maulidhasakinah,Ko saya seharusnya tgl 22 Desember..kenapa jdi 6 Januari ..berubah bgtu
rhe.azqiara.azka,"Udah isi survey ke 3 tapi ga dpt jadwal insentif survey.a , gmn ini"
fahfnf_,"Kemarin jadwal insentif tgl 22 Desember,,tadi saya cek lg kok jadi tanggal 6 Januari ya? @prakerja.go.id"
ulat.sagu_,"Min , apakah prakerja akan lanjut di tahun 2021 ?? Terima kasih 🙏"
rifqirnsyh,punya saya maju 5hari lebih cepat
anny.muliany,Gw udah ikut serangkaian test kartu prakerja .. hasilnya ga ada gelombang😢
arieframadhan_8,"Lucu yg januari malah udh cair sedangkan ini yg desember malah diubah , apa gunanya dibuat jadwal coba?"
megalia23astarina,"Punya saya awal cair, dn sudah cair semua, terimakasih dengan program pemerintah ini sangat membantu saya"
jkartika,"Alhamdulillah insentif ke 4 sdh cair.. terima kasih @prakerja.go.id ... Khususnya pemerintah, smua ini sangat bermanfaat 😄😄"
percetakanwidiya,kapan pengumuman kompetisi
taufiikk_24,Mundur 6 januari keterangannya
turyadi.532,Punyaku jadwal insentif 30 desember cair kemarin sore😂😂😂
are_ozon,Yang penting tepat tanggal aja 🌚
ima.merajut,"Okeh min saya tunggu, tinggal insentif survey ke 3 aja ko."
yogaa_cs,Daftar dari gelombang 6 sampai 11 gk diterima.. halu dapet isentif 😂 @prakerja.go.id
nedikeyy,@turyadi.532 sama aku tgl 11 Desember cairnya tgl 8nya 😂
lsda_puana997,"Alhamdulillah,skrg udah jadi pensiunan😁😁 Mksih @prakerja.go.id"
aisyahsawitri01,"Alhamdulillah dimajuin seminggu, jadwal tanggal 21 cairnya tanggal 14"
dhanz03,"Sabar, semua cuma masalah waktu..."
niarosalindaniek,Belum ada keluar jadwal survey ke 2 dan ke tiga😢😢
arfabani,"halo min untuk mengubah nik pada akun pra kerja gimana ya? soalnya saya lolos tapi beda dengan ktp saya yan sekarang, tolong tanggapannya"
anisahamanda,Minn butuhh sekarangg😭😭 harusnya tgl 18 insentifnya cair
s.zamah,intensif sy awalnya tgl 15 des 20 pas hari hanya malah berubah ke tgl 5 jan 21 bagai mana itu min😢
febby6337,"Berdosa bgts min,masak insentif tgl 22 Desember 2020 di undur 6 Januari 2021 sedangkan temen ku insentif tgl 1 Januari 2021 udah cair😭😭😭"
ulfatusasa,Kok dimundurkan sih min😭
ndraha_8,"Mohon pembelian pelatihan PRAKERJA diperpanjang lagi, Admin. Soalnya tiap mau beli saelalu gagal dari tanggal 13 kemaren."
chikamaliar,Terimakasih min..💕
nedikeyy,Alhamdulillah yang aturan tnggl 12 Desember kemarin malah lebih awal jadi 8 Desember 👍 mantul @prakerja.go.id
__may_aa,". Mungkin per tgl 15 desember kemarin penutupan prakerja untuk tahun ini, jd yg blm menerima insentif bulan desember sebagian diundur di bulan januari . . Segala aktifitas prakerja ditutup termasuk pencairan insentif . Benar begitu @prakerja.go.id 🙏"
turyadi.532,@yuliaayhy punyaku jadwalnya tgl 30 desember tapi kemarin sore sudah cair malah😂😂
ilmy_ilya,"udah 4x belom dapet ,semoga kali ini dapet"
obay_robbal,Alhamdulillah Terima Kasih Prakerja Dan Pemerintah
trikurniawanyogi18,@zendratovittor cuma kan planing ..jd kacau..😂
selfi8096,Kpn pengumuman vlog min @prakerja.go.id
ririkayla18,maksudnya bakal dapat lagi insentif walau sudah dpt?
raynaldi_diena,Punyaku harusnya cair tgl 25 Desember jadi tanggal 6 Januari 🙄 Bagaimana sih? Malah yg Januari sebagian pada cair
piterbukanpeter,@prakerja.go.id kok survey terakhir saya belum muncul ya? padahal saya udah isi survey-nya
maprlni,@alvindagumara13 sy juga ka
m.agilryansyah,@prakerja.go.id min kalau sudah semua terusananya gmana nih apa sudah sampai desember saja??
nisaanisa19_,"Alhamdulillah aku kaget liat di gopay ada dana masuk tgl 14 , tapi blm berani narik , soalnya jadwal insentif keluar tgl 22 Desember , ternyata masuk di kategori yg di percepat , Alhamdulillah 😁"
risya_risa14,Apa tahun depan akan dibuka lagi kartu prakerja nya min?
yuliaayhy,@yoelabraham__ di jadwal insentif
bundanyapawpaw,alhamdulillah..caer nya cepet😊
wildan_tsivan2102,@siti_mariam_khansacollection dimajukan jadi tanggal 6 Des 😪
pheyang92,"@yuliaayhy sma saya juga tnggal 26 desember, di undur jdi tanggal 7 januari"
hokijoko,Saya sekali belum dapat..sudah daftar sama sekali tidak bisa login..mohon dibantu thankyou.
yusuf.aldo,Saya harusnya 2 desember.. Ampe sekarang belum2 juga. Kenapa  yaa
dhinaa31,"Min kenapa ya akun Kaka saya di prakerjanya insentif 600rb sudah ditransfer dan insentif 50rb dijadwalkan, tapi pas di cek di gopay malah yg 50rb yg sudah masuk sedangkan yg 600rb blm , itu eror atau gmna min??"
wahpyek,"Libur an sih liburan , tapi cair in jg di bulan desember awal boleh kok min biar ada pakek beli whiskey buat tahun baru 😩😩 @prakerja.go.id"
septyboto96,Min insentif survei 2 saya belom keluar ya min.. Pdahal udh isi survei yg ke 2 kmarin
yoelabraham__,@yuliaayhy dimana ngeliat nya ?
deffiani97,@frikyhanari
sushie3837,@dekha_4646 sabar ka saya z dapet daftar dr gelombang 1 dapetnya gelombang 9..mngkin nnti d thn 2021 kn mau d perpanjang kesempatan bagi yg blum dapet..
okiemp1st,Biasa lah tutup buku akhir tahun. Di management bank² seluruh indonesia juga ada sistem tutup buku tahunan. Makanya ada yg dipercepat dan ada yg diundur.
selasilvi37176,Survey saya sampai saat ini gak ada😭😭😭
alvindagumara13,Tinggal 1 insentif terakhir 😢
adekkartikaa,@rahayudiansafitri 😂😂😂
nova_ayu_lestariii,"Mimin survei evaluasi ke 3 Samapi sekarang ngebelnk padahal sya udh stnby dari sebelum tanggal 15 , pelatihan udh di beresih sampai dpt sertifikat . gimana nih????minta penjelasannya dong min plishh 😥😭😭"
roh.fathur,"Min, prakerja 2021 dibuka lagi ga?"
abdoelmuis,@desoyyy_ nih pung
nedyjunaedi,"@yu.mbayu caranya gmn itu udh cain?,,,kita gk tembus"""
dhinialesha_15,Min kalo survey evaluasi sudah mengerjakan dua dua nya tapi insentif yg di jdwalkan cuma 1 gimna tuh
dyahastaridewi,"Min tanggung min tinggal sekali lagi tgl 20, jngn d mundurin dong min 😥"
dwikihirnawann,Payah malah diundur
mini_mini790,Min udah isi survey 1 2 & 3  tapi jadwa survei ga muncul?
abdurahman_new,"Knapa diundur intensifnya min? Jgn"" Gara2"" Korup🤭🤫"
sobatprakerja,pengumuman vlog kapan
erni_fatharani,Tanggal 25 desember jd tanggal 6 januari jadwal insentifnya tiba2 berubah... 🙄
zendratovittor,@trikurniawanyogi18 iya bagus bang..jadi ibarat nabung..gak cepat habis wkwk
_yayanef,"min insentifku udah cair semua, bisa ga insentifnya di perpanjang lagi?"
rich.febrian,Insentif survey tgl 14 desember belum cair semua min😢
impostor_picik,Kenapa penjadwalan bisa berubah min?? Ada apa emang??
rahman_aidan,@rahman_aidan survei tidak muncul di dashboard lebih jelasnya
anisaan.l,Kl yg udh Nerima insentif terakhir gmn min kelanjutan nya 😬
memerrmarlinaa,@martianiriniiiii
ridhasadega,Udh 5 hari dari tanggal blm cair min
_fffaann,Rasanya anjim bangt
kholisya07,😖
zzaza_al,"Alhamdulillah jdwal cair 22 desember, malah cairnya tgl 14 desember d susul insentiv survey besok nay👏"
ahbabaulia5,Pantes cairnya jdi ngaret🙁🙁
widiya_ayy,@yuliaayhy sma 😢
mahdallyime,Alhmdulillah jadwal tgl 21des tgl 14 ya Uda cair😁
tegaryey_,Untuk pengumuman vlog prakerjaku kpan ya min
desyanacp,Lama bgt ya😩
oktadwi27,Kapan ada gelombang lagi
mariatidila4,Kenapa di undur...katanya di cairkan sblm tgl 15 desember😢
ferdiantriady,Duit survei belum cair tapi udah di centang di akun. Gimana tu?
nuriyah311,gimana prakerjanya bisa berhasil
fazrigosdoy,aing mah nanggoan sapeuting nyaho na mah jadi tanggal 5 januari😢
rahman_aidan,Kalo insentif survei ke 2 dan 3 kalo belum keluar itu kenapa admin? Saya dari gelombang 6 padahal. Mohon penjelasan dan bantuannya admin. Terima kasih
siti_mariam_khansacollection,@wildan_tsivan2102 aku tgl 25 des
anton_yoga1,Semua ini hanyalah mimpi 😂😂
jndhyo_gumanti,"Kenapa gitu min,harusnya tanggal 22 cair ini😌"
ovinovv,Harusnya tgl 14cair eh tgl 11 udah masuk 😍
roby.114,@prakerja.go.id min gimana kalau salah nik 1 angka? Adakah solusinya
trikurniawanyogi18,Saya dapat jadwal tanggal 21 ..pas saya cek..berubah jd tanggal 6 januari.@prakerja.go.id
meltiadeswa,Alhamdulillah udah cair semua. Terima kasih prakerja 😊😊
wildan_tsivan2102,Yang tanggal 25 Desember merapat
srebuan,"sebagian ada yg di percepat sebagian di undur, alhamdulillah di percepat, dan sisanya tinggal 1 insentif survey jadwal 5 januari 😊"
andriradjaku,😍😍😍😍
adenikmah09,Ko jadwal nya malah diundur ya @prakerja.go.id
fajarmuhamadal,Punya saya yg bulan Desember blm cair malah berubah jdi bulan cair min @prakerja.go.id tak sesuai jadwal harus nya 24 Desember knpa jdi 6 Januari ...
badaiarfasukma,"Min semoga dana 600 perbulan d perpanjang min saya cuman 1bulan lagi tgl 8januari setelah itu jadi alumni. Semoga di perpanjang min sampe desemer 2021 . Buat nambah"" beli popok 😍😍"
dindanuraulia_,"@marcellungel29 saya juga ka, yang pertama udah di turunin, yg kedua sama ketiga diundur jadi tgl 5 Januari"
putusuparmini,"Gmn ni solusinya min, insentif ke 2 yg 600 rb dari bulan november belom juga cair, apa lgi yg desember,,udh ngadu ke cs prakerja sllu bilang dalam pores dlm antrian, tp sttus ttep dijadwalkan,,padahal pkek BNI @prakerja.go.id"
arcah_yani,"@prakerja.go.id Min Bansos Prakerja Katanya Mau Di Perpanjang Ya,, Maksudnya Di Perpanjang Intensifnya Apa Gelombangnya,, ??"
saantidianaa,Huffff
rieza_amri,"Intensive survey saya nggk muncul, ada yg tau knp??"
prikidark,malah insentif yg bulan ini di undur jd tgl 6😂
ldyhdynti,"Waktu pertama kali terima insentif ,langsung sekaligus daftarnya keluar sampai Desember ,dan dari insentif pertama sampai ketiga sesuai jadwal , tapi tadi refresh dashboard prakerja ,berubah jadi 7 Januari 2021...Mungkin ada kendala suatu atau lain hal ,@prakerja.go.id Terima kasih sudah ada ,apalagii saat pandemi ini sangat terbantu sekali insentif dan pelatihannya ,,semoga kedepannya lebih baik lagii ,dan lebih banyak mitra pelatihan baik Online /Offline, dan semoga yg sudah ikut program prakerja ,bisa beneran dapat kerja ataupun buka lapangan kerja sendiri dimasa depan...🤗🤗🤗"
mustazi16_,"Berarti yg bulan ini udah di cairkan lebih awal ya, kemaren saya tgl 14 udah ke transfer, tapi di dashboard masih di jadwalkan bulan ini"
necoinapeace,"Syukur punya ku dah cair semua,, ada bonus nya gak min😂😂"
shls_sam,@sutris_antblack baca mas❤️
septian.alfarizqi,Hm
sitinuraeni1985,"Saya di persulit di bagian isi jawaban,jadi dari awal sampai skrg belum dapat insentif"
liafeb29,Gelombang 12 nya kapan ?
dian_mardiah12,kapan buka pendaftaran lg yaa
sha.nurah,Aq jga kena kemunduran😁... Smoga tahun depan masuk
lesmana_chris,"Di jadwalnya kemarin tgl,. 22 tapi skrg berubah jadi tgl. 6 Januari 😭,,, padahal perlu buat natalan"
fikri_aufaridho04,Alhamdulilah😅 harusnya cair tangal 23 tau2 cek. Gopay tangal 15 udh cair😂
yyyuliane_878,Alhamdulilah jadwal tgl 20 eh tgl 14 udh cair 😂👍 makasih bnyk 😂👍
syiappppp02,@pysellaaa 🤣
yuliaayhy,@zal_zal95 sama😭
abdee_prasetyo03,"Bukan nya belum cair min, tapi udah abis semua 😭😭"
minplus.ell,"min, nomer udah ganti. tp pas pemutusan gk bisa. ewallet udah gk aktif tp kok di dashboard udah berhasil sih? @prakerja.go.id"
maulanaishak__,Insentif jadwal 15 desember tiba-tiba berubah jadi 10 januari.... Kok gitu...
dinni_muslimah93,Sama ko jdi di undur januari.
damai_khrr,Ntapss
hwst_17,Alhamdullilah insentif tgl 24 des sdh cair
nadyatamarad,katanya disuruh isi survey tapi nggak pernah masuk diakun saya
evafebri1992,Aku yg udah nyelesein pelatihan dari bulan November apa daya insentif gak kluar kluar 😌😌😌😌😌 insentif nya nyangkut dimana woey
dindanuraulia_,"Pantesan insentif survey ga ada, ternyata diundur tgl 5 wkwk"
arf.hmid,@tytaregita
76_maharani,Insentif survei belum cair kuy. Mulai tgl 15 min @prakerja.go.id
yuliaayhy,"@yoelabraham__ punyaku tgl 26des , diundur jdi tgl 7"
yu.mbayu,alhamdulillah sudah semua min @prakerja.go.id terima kasih dari saya alumni prakerja gelombang 8
zianaf71,"@prakerja.go.id jadwal insentif seharusnya tgl 21 Desember ini,baru ngecek dashboard malah di undur tgl 6, kelamaan mah nunggu nya.."
silvia_allshop_online,Allhamdulillah sudah cair semua... Intensif seharusnya tgl 30 udah masuk semalam
adityapati_,@mhmmdrsh_ udah berbulan bulan itu 😄
andreanhendriyanto,Min insentif saya yang ke 4 blm cair di dasbord nya sudah berhasil tapi blm masuk rekening min udh 2 bulan lebih
linda_prazztyo,Ikutan dari gelombang 9 belom lolos nih.gelombang 12 kira² kapan dibuka ?
abhi.chadankz__,Gagal tahun baru an min gk pegang duit😭
mhmmdrsh_,@adityapati_ tinggal ditunggu aja itu
zal_zal95,Hancur sudah jadwal berubah cairnya jadi berantakan 26 desember ke january
yereee__,Gelombang 12 kapannnn
marcellungel29,Kenapa survei kedua & ketiga nggak di turunin. Padahal sama jadwalnya tanggal 13. Yang survey kedua udah turun. Yang ketiga belum. Padhal jadwal nya sama tanggl 13
ramdhan_213,❤️
fauzia8616,tengkyuuu @prakerja.go.id ilmu dan insentifnya sangat bermanfaat sekali🙏
lil.miquelaa,KETOLAK TERUS SABARRR🙃
bintanganugrahp30,kenapa ga sesuai jadwal min? mungkin ada beberapa orang yg sudah merinci segala hal dengan insentif yg sudah dijadwalkan (termasuk saya)
kefiauliya,Mantap udah cair
dwijayanti_yuni,"Min ko susah masuk ke dasboardnya , tulisannya abu"" jadi ga bisa di klik"
adityapati_,"mau nanyain min, udah selesai pelatihan sertifikat udah dapet dari pihak ke 2, cuman belon keluar keluar jadwal insentip dan sertifikat belon ada di prakerjanya"
baybaystwn,Ngapa jadi maju ke Januari bulan ini wkwkw 😂
ayuneet,Min survey 2 & 3 punyaku kq tidak muncul di dashboard?? @prakerja.go.id
xrand519,G.12 kapan
rhimarwa,Alhamdulillah sudah cair semua terimakasih ❤️
kiki_warawiri,Bacot
bagusitisashfiya,Iven 12 Kpan nih
bakskamandaka,😢😭
idaelubis,Yang gua belum @elsamadediastina
galihyuswa,"Halo admin, smoga sisa saldo belajar bisa dipakai di bulan januari. Ya.. karena terkendala di update sertifikat sehingga pembelian e-course berikutnya gagal.."
ekiiii_noviamarsella,Didashboard ga ada survey
tikaajaa__,@_mahmudah_ saya blm ya gmn ni
naraaaaachan,Alhamdulillah sudah cair dan semoga ke depannya dilancarin terus. Aamiin.
irmarayyankayla,Gelombang 12 kapan min
yopisuprayogi30,"Alhamdulillah sudah cair min , 2kali pelatihan sudah selesai , sertifikat sudah muncul 22nya di dashboard , sisa saldo pelatihan Rp 2.000 😁🙏🙏"
