Username,Text
dasminazafitri,"Min, pilihan ubah nomor telfon tidak ada di akun prakerja saya, bagaimana solusinya tu?"
bobbynugrahaa,"Saya ingin mengganti nomor hp saya, kok tidak muncul ya opsi untuk pengantian nomor hpnya?"
nva_lastri24,@prakerja.go.id  jadwal  dana insetif pelatihan ke dua kapan kak?
fudin.ajalah,min kenapa akun saya cuma dpt survei 1x..blm lama isi yg ke 2 tp ga masuk ke jadwal insentif?
dwiegokil,Sedih nya sudah gak kerja intensif pake di undur.padahal dah berharap banget buat berobat 😢😢😢..
amayaroshly28,"Min tolong saya cek dashboard prakerja kemudian ada inbok "" insentif ke 6 anda sudah cair silahkan cek e-walletnya"" pas di cek gopay saya ko kosong ya itu gmna ??"
qeest75,"Selamat siang min..., Saya peserta prakerja sdh menyelesaikan pelatihan pertama tgl 12 des 2020, sudah ujian dan mmberikan ulaasan. Sertifikat saya belum terbit, spa saya bisa beli pelatihan lg?"
fajarmuhammad07,Min insentif sama tagal 25 Desember berubah jadi 6 januari
inidhilla,"E-wallet belum kyc itu harus diapain ya min ? Padahal sblmnya baik"" aja"
ghifarins24,Kenapa ya sampe sekarang insentif survei 2&3 nya gk muncul muncul ???
monicarevi_,Hmm
salimwsb,min dm
fami.anggara,saya 27desember diundur jadi 7 januari?
jawirmang,Awalnya insentif tanggal 23 desember kok jadi tanggal 6 januari min 😣
justintim_ang,"Min, apakah tahun dpn masih bisa isi survey. Soalnya saya blm isi? @prakerja.go.id"
nickyachmad,"Yah min min, udeh seneng2 tanggal 21 des cair. Buat bayar angsuran, eh malah berubah tiba2 jadi 6 jan."
tutysusilowati7,Admin gimana nih q udah ikut daftar prakerja yg gelombang 7 kok tidak kabar ya
yantimadam25gmail.com1,"Saya cuma br dpt satu x di bln oktober, nov n des gk ada lg.nth kpn.tlg dong .."
arga_piero,Hati2 ada yg mengatas namakan admin prakerja https://instagram.com/prakerja_go_iid01?igshid=e6dnggh04cuf
ndha_umamilah,Kenap saya survei nya baru ada satu kali ?
snbap,"Min, kenapa ga bisa ganti nomer hp? Menu ubah nomer nya ga ada. Dan kartu saya udah mati, bener bener ga bisa masuk ke gojek. Mohon infonya min"
mumunsan,"Di 2021 kapan dibuka lg. Terus yg sdh terdaftar tp blm lolos jd penerima kartu prakerja apa nanti hr s daftar kembali, dan klo tidak bagaimana kelanjutan nya?..."
sitiekhadijah92,"Min mau tanya kenapa akun prakerja saya tidak bisa di buka? Padahal email dan password yg d masukkan sama akan tetapi kenapa ada tulisan password dan email saya salah, apakah di nonaktifkan atau bagaimana? Mohon bantu kendala saya mksh🙏"
herdyunitedzindo,Hebatnya komen dimari sekalinya komen lsg di DM sama para akun2 prakerja palsu hati2 brayy..akun bisa kebajak.tolong ditindak tegas @prakerja.go.id ..saya sudah blokir ada 3 akun prakerja palsu DM nawarin keluhan prakerja..
yoga8713,Kenapa jadwal insentif saya di rubah?😭
irsandi.sandi.1654,Kenapa punya saya ga bisa login
mufti_amalia,Apakabar yang daftar dr gelombang pertama sampai sekarang blm lolos?masih semangatkah?atau sudah bodo amat 😂 saya lelah min @prakerja.go.id Dr gelombg pertama smpai gelombg 11 msh blm lolos?tlg nama2 yg ikut dr gelombang pertama di perhatikan dulu
labdhamidl,"Mudahan bisa cair 
Untuk ABD HAMID.L"
hendrawan.2,Min saya pengen ganti nomor hp di prakerja ko tidak bisa ya?
adityabidik1424,Yg belum menyelesaikan pelatihan pertama msh adakah harapan?
adityabidik1424,Yg belum menyelesaikan pelatihan pertama masih adakah harapan min?
menjelanghilang_,Kok insentifnya mundur ke tgl 6 januari knp ya kak? Mohon pencerahannya ong min
adhe0204,"Min kok aku ada inbox klo insentif yg ke 7  nya udh cair tp di gopay ku ga ada, trus tanggal nya juga ganti ke bulan Januari pdahal dpet notif Kya gtu ..😭😭"
septiawanerik21,Selamat siang ka
ahmad_dandi_saputra_232.id,Saya udah 2 bulan mengajukan pembuatan rekening di @bnisekuritas46 akan ttpi sampai sekarang tidk ad kejelasan nya dri pihak bni sudah saya datangi ke bank nya dan berkas saya gak ad. Terus apa solusi nya untuk saya kerna dana intinsif saya plus survei udah cair di nomor rekening saya akan ttpi saya gak bisa mengambil uang nya kerna gak ada kejelasan dari pihak bank. Harap di jawab @prakerja.go.id
_wufyuu,Masa insentif tanggal 26 desember berubah jadi tanggal 7 januari min:')
nina19908,"Sy harus nya tgl 21 desember pencairan , tapi barusan buka akun , berubah jadi tgl 6 januari , lama banget setengah bulan lagi"
cpinasthika,Insentif mundduuurrr hikkkssss
sohilait_sela,"Min, apakah masih  ada pendaftaran baru ?"
risaumayaumaya,Admin gemlombang selanjutnya kapan di buka lagi
rajasaauliaprasetia,Tgl insentif 16 desember...apa tgl 5 baru cair...???
maulidiaindahpertiwi,Cara daftar bwt dapatin dana prakerja gmna yah??
maskoso_,Jadi kalau sudah selesai insentif nya semua bagaimana min? Apakah akunnya di reset atau bagaimana?
ferrywiratmadja,Gelombang 12 Uda ga buka ya min
if_on.ptr93,Kak apa masih bisa ganti nomor telfon yg ada di prakerja?
novriria,Bagaimana jika nomor hp yg terdaftar di prakerja dan ovo sudah terhapus dan tidak bisa dibenarkan lagi di grapari ?
saputrawijayaa,@addi_permana
vlhry_,"Sekrng bnyak bnget situs"" yg mengatas namakan prakerja.. Apa itu benar???"
amzy932,Gimana ini min tau2 kok di undur sampai 7 januari
derryyatman,"Apakah dana insentif yg kami terima salama 4 bulan dan surver 3x...jadi total 2,55 akan ada insentif kembali..mohon penjelasan nya"
l_libra,Min kenapa jadwal insentif di undur jauh 2 minggu dari tgl sebelumnya
nunu28_,"Kmaren cek insentif tgl 21 des, skrg ko ganti jd 6 januari min?"
ahmadtando0586,prakerja ku kok gak bisa di buka y
kkhancutt,"Min, kalo mau ubah nomer hp gmn ya caranya?"
lusiyustianrahayu,"Di dashboard berhasil, di ewalet kosong, kemana kah gerangan insentif perginya ?"
ceritadalambait,"Hi admin, saya mau report nih sepertinya ada penyalahgunaan penggunaan voucher @babastudiocom di akun prakerja. temen2 semua yg punya sisa voucher pembelian di @babastudiocom tolong cek deh. voucher blm dipakai atau di redeem ke akunnya kok sudah keluar sertifikat atas nama org lain. wow! kindly please lakukan audit deh. serem amat @prakerja.go.id saya akan email detailsnya ya"
linavocalia,@yeftatinunggal tahun depan wkwkk
shrip_cysers,@prakerja.go.id  Apakah ada intensif tambahan nanti di tahun 2021 selain survey ?
aakenzbima,Klo sudh buka
wendigaul59,"Di Notifikasi lonceng prakerja, insentif ke 7 saya sudah cair. Tapi di dana insentif prakerja cair tgl 6 januari . Ini yang benar yang mana. Sebelumnya insentif saya terjadwal 26 desember. Sungguh kecewa dengan kinerja prakerja....
@prakerja.go.id"
amzy932,Terus yg insentif tgl 26 December gimana
setiawan_anangg,Min bisa minta tolong untuk perubahan no handphone gak ya? Soalnya no saya tidak bisa dipakai lagi 🙏 @prakerja.go.id
atom1575,Modal
dewa.putra,Weh gagal tahun barun ni. Insentif ditunda sampe tahun depan....
dzulqornainhs,Surveinya belum muncul yah padahal sudah mengerjakannya @prakerja.go.id
yena3741,"tolong nama saya dihapus aja min . biar bisa daftar ulang. karena gk bisa lanjut ke pertanyaan tes kemampuan. selalu saja mengulang di pertanyaan pekerjaan. dari gelombang 5 saya daftar sampai sekarang, status prakerja saya gk bisa lanjut. sudah kirim email pakr materai ke kepesertaanprakerja, tp gk ada artinya. capek saya mengeluh kesini. coba cek dm saya, udah berapa kali dan berapa lama saya mengadu sejak gelombang 5 berakhir sampai sekarang. mau buat pendaftaran baru, katanya nama saya udah terdaftar, tp gk bisa lanjut ke pertanyaan tes kemampuan. lebih baik nama saya dihapus, supaya bisa daftar ulang min."
septhiana_florencia,Apa benar insentif prakerja akan diperpanjang jadi 8x ?
ir_lesmana,Saya sudah men selesaikan tes yang diberikan tapi kenapa menunggu gelombang selanjutnya yah @prakerja.go.id
m._ishac,"Insentif saya kog blm cair ya min, kurang 1x lg 600rb nih"
erinarnur,Admin gmnsih ini seharusnya saya cair tgl 21 ko malah diundur jd tgl 6 januari sih pdhl butuh bgt:(
suriati1837,kenapa ya saya kok tak pernah lolos ya min...
hthamrin.25,Harusnya tgl 21 desember kok berubah jadi 6 januari 2021 yaaaa ???
zoyazoyya27,saya mau bikin caranya gimana ya
zoyazoyya27,hello
junianto_sihombing.17,"Didashboard saya dibuat tgl 20,tapi kok malahan dibuat Januari ya"
coretanhati23_,"Admin bisa gk yaa yg belum isi survey diperpanjang lagi soalnya saya baru 1 survey yg ke isi, dikira saya satu bulan sekali isi survey setelah dana insentif cair yg pertama ternyata dipercepat sekaligus semua, tolong bantuannya admin @prakerja.go.id 🙏😭"
elsaaprilia05,Admin saya di dm sama akun prakerja kw... Katanya mau bantu kendala soal transaksi.. pas di cek followers nya dikit 😂... Hati hati gaesss kalau tiba tiba di dm sama akun yg ngaku ngaku cs prakerja... Kalau minta bantuan langsung ke cs yg di dashboard pra kerja aja.. *hanya mengingatkan
ramli.ibrahim,"Saya dapat notif selamat insentif 7 anda telah cair, maksud dari insentif 7 apa ya ?? @prakerja.go.id"
affhantfsy,Kira kira kpn gelombang selanjutnya dibuka min?
widiaimoetz80,W gel 8 insetif terakhr tgl 25 jdi 6 january 😂😂😂😂😂
famahasa_story22,Prakerja.go.id min untuk prakerja yang sudah selesai semua apa masih bisa berguna apa tidak
reka.ramandika,"Awalnya jadwal insentif 2&3 sama2 tgl 13 des. Tgl 15 insentif 2 masuk, yg 3 malah di undur ke tgl 05 jan. Padahal udah ngarep banget wkwk"
febridekkarizal,mohon bantuannya terima kasih min
febridekkarizal,min saya yg bulan desember ini belum cair seharusnya sesuai tanggal hari ini tanggal 20 kok belum cair min mohob
febridekkarizal,min saya yg bulan desember ini nelu
m.taufik1_,❤️❤️
anitaadwiii,😂
vanjituty,Apa ada gelombang 12 saya belum dapet apapun bentuk bantuan BLT atau yang lain.
bor_crd,Ktanya insentif bln deseember cair. Tp punya saya yg 22 des blm di cairin. Malah di ganti jadwal jd 6 januari. Jd makin lama..
ferdydaredavil,Punya saya sudah trverifikasi tp tidak bsa menemukan gelombangnya trus gimna pak . Mohon informasinya
nizarhaqqinmaulana,Sya gagal trus dari gel 1 smpai skrg...pdahal usaha loket sya tutup sejak Presiden gratiskan PLN
zainalrasyid6,Tolong woi beli akun gua 500 aja
zainalrasyid6,Saya lagi butuh uang
henry_hrp,"Min udah masuk di ovo pemberitahuan mya, tpi kok uang nya blm ya ? @prakerja.go.id"
tiyascahyaning,@rezaisham
9lamlock,"Ya khawatir dong min, dikira desember ini kita ga ada pengeluaran? Ga paham lah ini kebijakannya"
dedi_dewo,Gelombang 12 kapan di buka
siapasaya_jangankepo,Kapan pendaftaran gelombang baru dibuka min ?
ghn12345678,Kak perpanjang lah insentif prakerja 4 kali lagi kk
linggauhidayah,JPNTO9XOEZC8G282
sunartonarto962,"alhamdullh,Insentif survei sudah cair semua (1,2,3) trima kasih prakerja"
novia175,Admin mau tanya sertifikat prakerja saya sudah ada dan sudah saya download file nya. Tetapi mengapa di dasbord prakerja sertifikat saya masih 0 ??
rismaw_12,Harau awal tahun leh wk @enjelni.annysa
elsaaprilia05,Admin saya dapet notifikasi katanya intensif ke 6 cair pas d cek kok gak ada... Terus di dashboard mash menunggu proses . Apa itu notif cuma php min 😭
fajarlutfi73,@prakerja.go.id Kok guru sih min padahal aku perlu banget buat modal usaha 😌
riky_ferdiana,"Punya ku tadinya tanggal 2 Januari kok di tulisannya di rubah jadi 8 Januari, itu gimana?"
fransiskaintan_06,Minn saya ganti ewalet... Pas mau nyambungin ewalet ovo ke dasboard pekerja trus waktu memasukan kode tapi gak bisa verifikasi itu gimana?  @prakerja.go.id
moon_icha,"hallo kak Admin @prakerja.go.id  kok status pelatihanku belum berubah di dash board yaa.. padahal udah selesai semua.. hubungin Cs juga nggak ada respon, mohon bantuannya yaa kak admin @prakerja.go.id"
etty_lengary,"Mau tanya di dashboard berhasil di transfer,tpi pas cek ke atm saldonya masih tetap.uda hubungi cs tapi nga di balas."
anis_azzahra_official,Alhamdulillah sdh car smua terimakasih prakerja.go.id
desiapriani12,"Min kenapa ya saya tetap saja gak bisa masuk email didasboarnya, padahal email itu benar ? @prakerja.go.id"
erlinakristi,Insentif saya 600rb kog belum masuk ya?
hendrahendra1644,Kok bisa berubah ya. Saya pencairan tgl 23 desember jadi 6 januari 2021 knp ya
destiany_22,@nyuh___
elgikevin,insentif saya yg harusnya cair tgl 21 malah mundur ke tgl 6 januari😂😂
reza._.nrzmn,"Dari gelombang 1 gk pernah lolos huft, mungkin blom rezekinya"
nursantiirma,Yg belum sempat isi survey apakah nanti surveynya akan muncul kembali?@prakerja.go.id
ifsarn.kumay,Bagaimana yang belum muncul sertifikatnya dan platihannya masih aktif padahal sudah menyelesaikan platihan
ferianakh,Penerima prakerja gelombang 1-4 nyimak aja ngeliat komentar komentar yg insentif gagal/sertifikat blm tampil/sudah menyelesaikan pelatihan tapi status masih aktif😂😂😂
latifaprimordiana,Kapan gelombang selanjutnya buka min.. 😢😢
jannah020617,Admin ini nanti utk insentif bulan februari apa akan di gabung skalian Januari
tiaraudin46,Dear #prakerja.go.id kenapa insentif survey saya yg ke 3 gak ada di daftar pencairan ya padahal saya sudah ngisi survey ke 2 dan ke 3. Sudah email 2x tp gak ada respon sama sekali.mohon penjelasannya
anitaalfr__,"Udah pusing berhari2 ngurus, dan gak ada hasilnya dari pihak gopay @gopayindonesia 😭😭. Upgrade selalu gagal"
nauffalalmaida,Saya tggl 22 ko diundur jadi 6 januari
phenzolv,dari jadwalnya tgl 15 kmrin alh di undur jadi tgl 5 januari hmmmm
levinia_17,"Admin kalau masih belum ada sertifikat, apakah pencairan dibatalkan atau hangus soalnya saya baru dapet sekarang sertifikatnya,  tapi di itensif dashboard berhasil di  transfer @prakerja.go.id"
musliminkre,cara mendaftar kartu prakerja macam mana
desi.jayusman21,"Admin ,,,jadwal insentif saya tanggal 1,14,28,,,di dasbour dana nya uda di tranfer,,,,tpi pas hari ini mau ngambil uang atm bni saldo nya kosong mohon solusinya)🙏🙏🙏🙏"
konik1571,Min kapan pendaftaran di buka kembali dan tanggal berapa
wyahly05,"Puji Tuhan sudah cair Tiga kali sisa 1 kali, terimakasih prakerja😊"
oktmn_jaya17,mau tanyak lah kenaoa insentif survey 2 dan 3 belum muncul. ? padahal uda sisi survey nya
handamnht__,Sama kak punyaku juga gitu . Di linkaja tidak masuk
rosidah.ahmad8,Siapa yang pakai DAna dan insentifnya udah cair?
agustiin_lyr,Padahal di Dashboard udah berhasil ditransfer tapi di Akun Gopay belum nambah juga Ya Allah berilah petunjuk . Mohonbantuannya @prakerja.go.id
habibie_achmed,🔥
triu795,Gimna ya bg😢
triu795,Tunggu 7hari😢
triu795,Cmna ya bg
triu795,Atau masuk yg ke nomor lama bg 😢
taqychansaffronjk,Aku blm coba.sellu ketinggalan
ptr2280,@wahyudii.28
etoyshadewa18,Insentif bulan Desember ko tiba-tiba di dashboard jadi 7 januari😪
puah115,Alhamdulillah udah cair semua
pratamarzk,Yeuhhh ga tahun baruan dong ini mahh
diksi_hobs,Insentif ke 4 saya kok di undur bulan Januari tgl 6 yah itu gimana admin
diandra_verdian,"Min.. @prakerja.go.id kenapa aku belom dapaet survei ke 2 & 3 ya, yang lain banyak yg sudah dapet tanggal pencairan insentif, tapi aku survei aja belom dapet.."
junifer_purba,"yaelah min, saya sudah selesai pelatihan tapi kagak muncul2 didasboard prakerja, dr tanggal 02 desember selese, sampe sekarang status masih aktif, sudah komplen ke platfom dan penyedia pelatihan juga, dr pihak mereka sudah menyerahkan data saya ke prakerja? gimana ini min, saya sudah email cs ga ada respon  DM juga udah..baca bisa kali min..thx"
anssrhy,"Survei ke tiga sya kok ga muncul lgi yaaa, pdhal smpat isi di awal trs server down. Mau cba isi lgi tpi kok ga muncul yaa 😢😌"
alief.tgh,mau tanya nih kak untuk melihat jadwal pencairan insentif survei gimana ya kak
kiki_yudachi,Pelatihan kedua saya baru selesai dan sertifikat dashboard sudah muncul tpi kok jadwal insentif belum muncul ya?
aftuni,Min. Tolong lah.... NIK d kK dgn NIK di KTP. Jadinya sya gak bisa cairin insentif😢😢😢
yanii_sorongan,@rosie_caby BNI
alysibudila,Pas gelombang 10 saya daftar prakerja tpi gak lolos.. Syedih sekali.😢😢 Kapan dibuka pendafaftaran lagi
lisa.chans_real_,Januari ada gelombang baru ga ya?
wullanfino,baca dm ka
adimulia84,Slm kenal sahabat prakerja sy dari lombok mau tanya solusi apabila pelatihan kedua kemarin tidak ikut apakah masih berhak mendapatkan isentif...🤔
reza_funk,"@prakerja.go.id insentif di web sudah berhasil tf, tapi belum ada masuk sama keterangannya dikirim via rekening/e-wallet masih strip ??"
randii.subagja,"Min di pelatihan ke 2, saya tidak bisa kasih ulasan karna batas sampai tgl 15 gimana ya? Untuk insentif yang terakhir atau ke 4. Tolong di respon.."
anisahnadas,Semua insentif sudah cair+survey juga. Thankyouuuuu😍👏🏻
annisaramadhani210,Kenapa diundur si min ?? @prakerja.go.id
pinque27,alhamdulillah sudah cair semua. sangat bermanfaat terima kasih prakreja....
cececuwwwwwit,Gelombang 12  kapan min😭
lhuke_neng20,Admin gimana nih insentif yang di dasboard berhasil ditransfer tapi kenapa tidak masuk di link ?
delni489,Harusnya tgl 27 jadi 7 Januari hadwewwhhh.... Pas butuh buat modal jualan malah ketunda lama pencairan...
ovnamolle__,"Mau tanya dong min. Pada dashboar, intensif saya sudah ciar. Namur pada aplikasi e-wallet (OVO) saya tidak ada saldo yang masuk min. Kalo seperti ini, gimana dong ?"
ovnamolle__,Haloo kaka.
riski.hawarii,Min ini sy tadinya didasboard bulan Desember ya tpi sekarang berubah semua jadi Januari
fikryfachroni,27 desember jadi 7 januari kenapa tuh
adisusanto848,Ini kenapa g bisa beli paket belajar ya di skil akademi tolong yg tau mohon bantuan nya
ika_astagina,Gelombang 12 kapan min?
ahmadrifai.201,"Maaf min saya mau tanya nih.,kartu prakerja saya kan di daftarkan oleh perusahaan min,waktu itu sempat dapat bantuan tahap 1 sebesar 1,2 dan sekarang bantuan tahap ke 2,saya blm dapat2 juga sampe hari ini.,sedangkan teman satu kantor saya sudah pada dapat tranferan tahap ke 2,sebesar 1,2 juga pada akhir bulan NOVEMBER kemarin..Kira2 saya akan dapat juga apa engga ya min yg tahap ke 2 ini."
gitasafiraa__,PRA Kerja masih Ada gelombang lg gak.? @prakerja.go.id
official_amrisunendar,Awal tahun dapet lagi engga ya 600k nya
diahwidia04,Kak apa benar akan ada gelombang 12 d th depan ??? Dan yg sudah punya akun apa hrs dftr ulang sprti pertma dftar atau hanya tinggal klik gabung saja ????? @prakerja.go.id
destiara08,"Dpt notif katanya insentif pencairan k 6 sudah cair , tp sy cek d gopay beelum ada yang masul insentifnya , tp sttus insentif sy msh menuggu proses udh gtu jdwalnya d undur 7 jnuari , itu gmna mksdnya ya apa bnar udah cair 🙏🙏@prakerja.go.id"
xiomaydungdung,Min mau tanya kalo nomer hp nya hangus dan hilang gimana min sedang kan pkek e_wallet link aja tapi udah ke leuyout sndiri... Sedangkn kalo mau msuk hrus ada kode otp
shahibul_firdaus,Jadi semua pencairan bulan Desember dialihkan ke 5 January?
erlina_eri,"admin.. jadwal insentif saya yg seharusnya tgl 25 desember knp skrg saya cek berubah tgl 6 januari? dan link pembayarannya knp "" - "".. mohon bantuannya"
fannycahyani95,Saya susah cair di karenakan nik nya berbeda bagaimana ka
asiyong_wang,Saya juga sudah menyelesaikan survei pelatihan tapi di dashboard belum ada informasi terkait mengenai insentif survei
mioran165,Kenapa masi saja tidak bisa mendaftar😏tolong di bantu donkk
nanasenna_,@aw__rinda @ma_chutekk
ayucrina,Saya tanya melulu ga direspon😭
ayucrina,"Saya itu ikut pelatihan. Cuma bisa satu kali 😭😭😭lanjutin susahnya,mungkin saya yang gaptek😭😭"
wii_wiit,"Selamat pagi min, mau tanya kl insentif yang 150rb itu koq g keluar ya, apakah hrus isi survey tepat pada tanggal nya ya, kl tgl nya ud lewat dan blm isi survey brrti ga dpt atw gmn ya"
eldu15,@tutykaryagulo
elanelam,Msh ada gelombang 12?
fajarsyamsudin80,Punyaku udah isi survey kok Gk muncul didashbord survey 2 dan 3 kenapa ya?
mouzeabdoel,Tanggal 19 insentif saya sudah terkirim tapi di gopay saya belum masuk.sudah kirim email ke cs tapi belum di balas...gimana min minta tanggapannya.
nandha_0320skn,Hhaaa sama😂
jiykth12,"Saya mengikuti pelatihan terakhir saya di bakingworld, tapi setelah saya cek lagi di dashboard tidak tertera nama bakingworld, apa yang harus saya lakukan?"
fathu_rachman,Saya sudah mendapatkan sertifikat tetapi d dasbor prakerja tidak muncul
aziscool24,"Insentif kenapa ada yg keluar ada yg kaga min,sharusnya saya sudah kluar bulan ini.."
vidah99,"saya udah tes seleksi trus suruh klik gabung, tp gada kata gabung tdk ada gelombang yg tersedia apa tandanya gagal ya?"
_ngurah_alit,Gak lolos lolos s😅😅
_ngurah_alit,Dari gelombang 1 sampe berapa skarang ya ??
julita_harmaida,ewallet gopay terblokir sedangkan insentif sudah masuk. sy sudah menghubungi pihak gopay melalui email tp tidak ada respon. dan sekarang kartu sim yg terhubung ke ewallet tidak terbaca di hp🤦 mohon solusinya. apakah sy bs ganti no hp?
andylim_1991,"Semoga tahun depan yg dpt prioritas utama yang  dari jalur khusus, seperti buruh yang di PHK 🙏"
rahmadagus08,😭😭😭soalnya saya udh menunggu dari 2 bulan yg lalu gak  update update?
rahmadagus08,"Saya mau bertanya?,kalau untuk pelatihan ke 2 dan seterusnya masih ada insentif atau tidak?soalnya saya menunggu tapi gak update update nih?"
nuraini.na781,kak gimana ini nomer yg buat daftar kartu prakerja hilang otomatis gak bisa cair dong 😭😭😭😭😭
ignrcs,"@mk_amin cek akun mu kak, nggonku mundur tgl 7 jan"
farda0707,Yg gk lolos 3x berturut turut harus pakai surat pernyataan itu kah kak ? Atau nunggu gelombang 12 di buka ?
gangertilagideh_,"Min, kenapa insentif berhssil ditransfer tapi ga masuk ke ovo ?"
dwi.wibi13,Admin kenapa pencairan dana sy bulan desemeber di undur ke Januari?
irvanchiha,Apa tahun depan yang di blacklist bisa daftar kembali min?
ricoao42000,"Makin ngaco bulan Desember di pindahin Januari , bulan Januari di cairin ,gmna kerja nya admin , seharusnya di bulan Desember di cairin dulu semua , masa di bikin ngaco parahhhh pakde @jokowi kerja nya 😁"
yayakiswoyo,Saya heran mengapa jadwal pelatihan belum ada sedangkan saldo udah terpotong tapi di nyatakan tidak lulus
syahadytiaputra,"Kok di  insetif saya tanggal 15 status uda di tranfer te tapi uang nya blm masuk ke link, gimani ?"
ardywijayakusuma,Kak. Kenapa sudah 7 hari setelah menyelesaikan pelatihan tetapi sertifikat saya belum keluar. Sedangkan di lembaga sama kemnaker sudah ada sertifikatnya?
anahtangerang_17,"Punya blm bisa cair"" intensif yh"
kangmimpiii,yuk kumpul yuk yg insentif diundur 😅
shilpiaww,dapet notif insentif ke 6 telah cair disuruh cek e wallet masih kosong
arifsyafruddin66,Kenapa punya saya blom berhasil yaa
junuini,Aku juga. Jadwal insentif terakhir tgl. 27 des tetiba ada notif kalo berubah jadi tgl. 7 Januari dan temen aku yg tgl. 21 des malah udah cair seminggu yg lalu
supartin.3194,"Alhamdulillah udah cair ,trima kasih pemerintah dan prakerja,dana bermanfaat untuk modal usaha yg sy dapat dr pelatihan online."
ashifasm,Gak tau min wes pasrah sama kartu prakerja gelombang terakhir saya udah menyelesaikan pelatiha  tapi di dashborad masih aktif aja trs udh ngisi juga semacam google from tapi gak ada jawaban
liasltg13,Sudah selesai survei kedua tapi intensif tmbahannya blm cair juga
bzicm,Mohon di perpanjang membeli pelatihan terakhir 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙈
faturr_pello,"@prakerja.go.id Jadwal insentif saya harusnya 21 desember 2020, tapi sekarang kok berubah jadi 6 januari 2021 yaa?"
t.gi6,Mantap...❤️❤️❤️
rendy.r.11,"coba daftar dari gelombang 6 sampe gelombang terakir ga pernah lolos gatau knapa , untung masih dikasih rezeky dari jualan , padahal gua di pecat dari maret 😅 tp temen trmen yg masih kerja malah pada dapet bantuan 😅"
dimas_khoeri,Apa ada harapan untuk dana insentif akan cair di bulan desember
chayaramumtaz,"Kemarin dah dapat 1 pertanyaan survey ketiga pas tgl 9  tapi setelahnya tidak bisa dibuka lagi sampai tgl 15 malam.apakah insentif survey ketiga saya hangus,Min @prakerja.go.id ?"
annahasan_ah,"Tinggal nunggu pencairan survey terakhir bulan Januari 😁 tapi kok saya dpt survey hnya 2 kal, yg lain 3 ya??? ada pembukaan gelombang lg kah ?"
lindlestari_,Min di dashboard gaada survey nya. Gmana mau ikut survey nih
agungpermana15022002,"Daftar doang belum pernah dapet dari gelombang 9 sampe 11 belum ada tanda"" diacc tapi ga pernah lolos"
put__ra,"Aku daftar prakerja masak gak dapet"" : min sampe sekarang 😭.. padahal ter PHK ..😭 @prakerja.go.id"
mhmmadaris,Kalo udh kelar semua gimana lagi nih min @prakerja.go.id
queen.alaqrabi,"Min, kenapa insentif saya diundur ditanggal 6 Januari 2021? Seharusnya insentif saya turun 21desember2020 ini, ketika saya cek hati ini koq malah berubah tanggal padahal kemarin masih 21 Desember 2020 ini"
hardiga21,sudah 6x tetep aja gk berhasil hmmm😌sabar
rickyrivaldi_,Min ini saya mau tanya kenapa status saya di prakerja masih aktif yaa . ? Padahal dari platform pelatiham sudah memberikan sertifikat kelulusan nya . Tolong lah di bantu saya sudah email ke prakerja nya gak ada kabar sama sekali . @prakerja.go.id
feriiarjuna,Brti yg blm cair bln ini..tetep Januari cair nya
jodikiawan,Kenapa insentif mya dihentikan min :((
muhammad.fahrul.566148,Admin sya mau nnyk  gimna nih insentif yg di dasbord berhasil di transfer.di situ pun ad pesan masuk bawasan ny insentif udh masuk di rekening. Trus kta abg sepupu ku belum masuk soal ny di yg buati.trus menurut admin sya di bohongi atau enggk
muhammad.fahrul.566148,Bg sya mau nnyk bolhe bg
herni.madiya,"@prakerja.go.id kenapa saya 11 gelombang tidak lolos , alasannya apa ya min , terimakasih"
fifafif2601,Coba diajukan aja ya jangan diundur butuh buat malam tahun baru😭
fifafif2601,Yahhh tgl 6 jadinya mana butuh banget
kangkujay,Blm ada gelombang lagi ya min
dewicitra9592,Saya sudah dapat 3 sertifikat.. Trus bagaimana mendapatkan insentif yg 50ribu itu tolong bantu?
dhitarezty03,Bagi yg belum isi rating itu gmn brrti insentifnya dkembaliin ke negara ya?  Kmren udh nnya pihak tokpednya trlalu trbelit2 smpe akhirnya pas udh di tutup bru dikasih tau belinya pakai akun tmn saya
67_deden,Min prakerja saya blom cair min tolong di bantu
devidevi3988,Jika sdah menrima 4 x dana prakerja itu gmn ?? Ap bsa ikut pltuhan lg
muk.802,Ko blum cayir
_nzryeni.00,"Babi, padahal bsok insentif terakhir punyaku cair aturan, diundur jd bulan Januari. Dasar korup!"
ulie_rachman,"Kak, mohon bantuannya sertifikat saya blm muncul2 di dashboard dr bulan Oktober, padahal saya sudah mengisi rating dan ulasan di lembaga pelatihannya"
bzicm,Apah ada yang pernah menrlfon cs pra kerja menanyakan saldo pelatihan yang masih tersisa engga ?
abialif18,"Admin knpa ya mau menyambungkan rekening sudah GK bisa lagi, mohon infonya?"
vionitta.kadir,Kok punya aku jadwal tangl 25 Desember jdi tgl 6 Desember ya min?
kusnandi91,Apakah program prakerja di perpanjang....
